step,timestamp,reward,coverage,cov_trace,altitude,alt_idx,loop_closures,altitude_changes,frontier_count,new_cells,map_seed,difficulty,cov_alt0,cov_alt1,cov_alt2,cov_alt3
1,2.0,-1.2200000286102295,0.024062460002559835,0.1,1.0,0,0,0,20,0,205,hard,0.06344086021505377,0.03575076608784474,0.0,0.0
2,4.0,82.44348907470703,0.03340586202483041,0.13138978123664857,1.0,0,0,0,20,84,205,hard,0.0913978494623656,0.04647599591419816,0.0,0.0
3,6.0,-1.2262779474258423,0.03340586202483041,0.13138978123664857,1.0,0,0,0,20,0,205,hard,0.0913978494623656,0.04647599591419816,0.0,0.0
4,8.0,-1.2262779474258423,0.03340586202483041,0.13138978123664857,1.0,0,0,0,20,0,205,hard,0.0913978494623656,0.04647599591419816,0.0,0.0
5,10.0,-1.2262779474258423,0.03340586202483041,0.13138978123664857,1.0,0,0,0,20,0,205,hard,0.0913978494623656,0.04647599591419816,0.0,0.0
6,12.0,90.56809997558594,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,92,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
7,14.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
8,16.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
9,18.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
10,20.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
11,22.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
12,24.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
13,26.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
14,28.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
15,30.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
16,32.0,-1.2477549314498901,0.04402918213234353,0.23877492308616638,1.0,0,0,0,20,0,205,hard,0.10053763440860215,0.08018386108273749,0.0,0.0
17,34.0,50.137603759765625,0.048892870856265196,0.3469175350666046,1.0,0,0,0,20,51,205,hard,0.1053763440860215,0.09499489274770173,0.0,0.0
18,36.0,17.853609085083008,0.050428772558556254,0.4465028631687164,1.0,0,0,0,20,17,205,hard,0.10698924731182796,0.09959141981613892,0.0,0.0
19,38.0,-1.289300560951233,0.050428772558556254,0.4465028631687164,1.0,0,0,0,20,0,205,hard,0.10698924731182796,0.09959141981613892,0.0,0.0
20,40.0,-1.289300560951233,0.050428772558556254,0.4465028631687164,1.0,0,0,0,20,0,205,hard,0.10698924731182796,0.09959141981613892,0.0,0.0
21,42.0,357.6626892089844,0.09087418405222066,0.6865360510349273,2.0,1,0,1,20,336,205,hard,0.12580645161290321,0.17262512768130744,0.07080554130323242,0.0
22,44.0,188.3009796142578,0.11301676692691667,0.7915330255031585,2.0,1,0,1,20,188,205,hard,0.13172043010752688,0.22625127681307455,0.10005130836326322,0.0
23,46.0,95.4789810180664,0.12466402150262383,0.8435127806663513,2.0,1,0,1,20,101,205,hard,0.13440860215053763,0.2507660878447395,0.11954848640328374,0.0
24,48.0,154.66896057128906,0.1413029566107769,0.9384396266937255,2.0,1,0,1,20,153,205,hard,0.15913978494623657,0.27170582226762,0.14161108260646485,0.0
25,50.0,120.93079376220703,0.15512607193139638,1.0573598623275755,2.0,1,0,1,20,120,205,hard,0.16182795698924732,0.30132788559754853,0.1646998460749102,0.0
26,52.0,57.09321212768555,0.16203762959170612,1.136370437145233,2.0,1,0,1,20,63,205,hard,0.1650537634408602,0.3181818181818182,0.172396100564392,0.0
27,54.0,-1.4272741079330444,0.16203762959170612,1.136370437145233,2.0,1,0,1,20,0,205,hard,0.1650537634408602,0.3181818181818182,0.172396100564392,0.0
28,56.0,-1.4272741079330444,0.16203762959170612,1.136370437145233,2.0,1,0,1,20,0,205,hard,0.1650537634408602,0.3181818181818182,0.172396100564392,0.0
29,58.0,-1.4272741079330444,0.16203762959170612,1.136370437145233,2.0,1,0,1,20,0,205,hard,0.1650537634408602,0.3181818181818182,0.172396100564392,0.0
30,60.0,-1.4272741079330444,0.16203762959170612,1.136370437145233,2.0,1,0,1,20,0,205,hard,0.1650537634408602,0.3181818181818182,0.172396100564392,0.0
31,62.0,149.55470275878906,0.1781645974657622,1.2265056419372558,2.0,1,0,1,20,150,205,hard,0.19301075268817205,0.3452502553626149,0.1831708568496665,0.0
32,64.0,-1.4453011751174927,0.1781645974657622,1.2265056419372558,2.0,1,0,1,20,0,205,hard,0.19301075268817205,0.3452502553626149,0.1831708568496665,0.0
33,66.0,88.42745971679688,0.18942787661589658,1.274617941379547,2.0,1,0,1,20,93,205,hard,0.20268817204301076,0.37027579162410623,0.193945613134941,0.0
34,68.0,-1.4549236297607422,0.18942787661589658,1.274617941379547,2.0,1,0,1,20,0,205,hard,0.20268817204301076,0.37027579162410623,0.193945613134941,0.0
35,70.0,152.2354736328125,0.20747472161781647,1.3891100645065306,2.0,1,0,1,20,155,205,hard,0.24086021505376345,0.39734422880490294,0.20266803488968702,0.0
36,72.0,211.56907653808594,0.2230897222577755,1.468588695526123,2.0,1,0,1,20,150,205,hard,0.2543010752688172,0.416241062308478,0.23345305284761417,0.0
37,74.0,54.53955078125,0.22859337002431845,1.5958679103851316,2.0,1,0,1,20,50,205,hard,0.26021505376344084,0.42696629213483145,0.23909697280656747,0.0
38,76.0,25.31187629699707,0.2315371816203763,1.690794856548309,2.0,1,0,1,20,29,205,hard,0.2629032258064516,0.43156281920326867,0.24371472550025655,0.0
39,78.0,25.436479568481445,0.23460898502495842,1.8176060223579404,2.0,1,0,1,20,26,205,hard,0.26505376344086023,0.4397344228804903,0.24576706003078502,0.0
40,80.0,68.53624725341797,0.24267246896198644,1.907755317687988,2.0,1,0,1,20,65,205,hard,0.2752688172043011,0.4525025536261491,0.25551564905079527,0.0
41,82.0,131.4542999267578,0.2571355433252272,1.9997415971755979,2.0,1,0,1,20,131,205,hard,0.2940860215053763,0.47446373850868234,0.27347357619291945,0.0
42,84.0,14.385222434997559,0.25867144502751827,2.0738893342018123,2.0,1,0,1,20,15,205,hard,0.2946236559139785,0.4795709908069459,0.27398665982555154,0.0
43,86.0,93.34971618652344,0.26673492896454626,2.2514242768287653,3.0,2,0,2,20,72,205,hard,0.2946236559139785,0.4795709908069459,0.280143663417137,0.024926686217008796
