step,timestamp,reward,coverage,cov_trace,altitude,alt_idx,loop_closures,altitude_changes,frontier_count,new_cells,map_seed,difficulty,cov_alt0,cov_alt1,cov_alt2,cov_alt3
1,2.0,90.76364325428008,0.04252593826053542,0.18178372859954833,1.0,0,0,0,20,91,234,hard,0.1049812533476165,0.06952965235173825,0.0,0.0
2,4.0,42.74630318784713,0.04700909440245933,0.26848406076431275,1.0,0,0,0,20,43,234,hard,0.1205141938939475,0.07259713701431493,0.0,0.0
3,6.0,110.72634394359588,0.05879339054694505,0.36828028202056884,1.0,0,0,0,20,111,234,hard,0.14783074450990893,0.09355828220858896,0.0,0.0
4,8.0,74.20787545776366,0.06660689125144101,0.4568795394897461,1.0,0,0,0,20,73,234,hard,0.1735404392072844,0.10020449897750511,0.0,0.0
5,10.0,42.2385448474884,0.07096195721788139,0.5471582317352295,1.0,0,0,0,20,40,234,hard,0.1821103374397429,0.10940695296523517,0.0,0.0
6,12.0,41.9674631576538,0.07518893300883822,0.6293220615386963,1.0,0,0,0,20,38,234,hard,0.18746652383502946,0.12116564417177914,0.0,0.0
7,14.0,27.556818016529085,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,27,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
8,16.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
9,18.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
10,20.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
11,22.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
12,24.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
13,26.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
14,28.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
15,30.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
16,32.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
17,34.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
18,36.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
19,38.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
20,40.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
21,42.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
22,44.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
23,46.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
24,48.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
25,50.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
26,52.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
27,54.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
28,56.0,-1.3424520411491394,0.07800691686947611,0.712260205745697,1.0,0,0,0,20,0,234,hard,0.18907337975361543,0.130879345603272,0.0,0.0
29,58.0,61.42405444699526,0.08517996669655438,0.7244788846373558,1.0,0,0,0,20,67,234,hard,0.21156936261381895,0.13803680981595093,0.0,0.0
30,60.0,70.73502362853289,0.09248110669911618,0.809744184911251,1.0,0,0,0,20,74,234,hard,0.22978039635779324,0.1497955010224949,0.0,0.0
31,62.0,79.95162209969759,0.10195977968489817,0.8999333629012107,1.0,0,0,0,20,82,234,hard,0.2495982860203535,0.1687116564417178,0.0,0.0
32,64.0,58.17975115138292,0.10772383758165749,0.9804275354743003,1.0,0,0,0,20,53,234,hard,0.2619175147295126,0.17995910020449898,0.0,0.0
33,66.0,-1.3960855070948601,0.10772383758165749,0.9804275354743003,1.0,0,0,0,20,0,234,hard,0.2619175147295126,0.17995910020449898,0.0,0.0
