step,timestamp,coverage,known_cells,total_cells,cov_trace,pos_x,pos_y,altitude,frontier_count,nearest_frontier_dist,loop_closures,tracking_lost_events,new_cells,alt_idx,altitude_changes,cov_alt0,cov_alt1,cov_alt2,cov_alt3,note
1,2.55578875541687,0.02044172932330827,783,38304,0.014551479430605368,-0.2923644781112671,-0.12834115326404572,0.9346714615821838,52,0.45444382311652776,0,0,783,0,0,0.08176691729323309,0.0,0.0,0.0,
2,4.642401218414307,0.02044172932330827,783,38304,0.019468913252597385,-0.7765710949897766,-0.44903889298439026,0.8978200554847717,52,0.0688675391006165,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
3,6.666894912719727,0.02044172932330827,783,38304,0.023868373455328815,-0.8993857502937317,-0.550153911113739,0.9189075827598572,52,0.21197154564718368,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
4,8.703053712844849,0.02044172932330827,783,38304,0.023868373455328815,-0.8462269902229309,-0.5409693717956543,0.9440732002258301,52,0.16075850852038145,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
5,10.729228496551514,0.02044172932330827,783,38304,0.02737563845618145,-0.8170745968818665,-0.5341169238090515,0.9762137532234192,52,0.13254340599630904,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
6,12.770185470581055,0.02044172932330827,783,38304,0.031132880111948882,-0.8230000734329224,-0.4706188142299652,0.9564446806907654,52,0.11532270877453142,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
7,14.797792673110962,0.02044172932330827,783,38304,0.031132880111948882,-0.7868544459342957,-0.5293691158294678,0.9659463763237,52,0.10588486499586691,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
8,16.82872438430786,0.02044172932330827,783,38304,0.037918894690899006,-0.8164544701576233,-0.5642752647399902,0.9831818342208862,52,0.1452029365260037,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
9,18.85989737510681,0.02044172932330827,783,38304,0.04042767016647832,-0.8128589391708374,-0.5161402225494385,1.0027506351470947,52,0.11944530047262561,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
10,20.892149448394775,0.02044172932330827,783,38304,0.0438726491497758,-0.8248075246810913,-0.5122224688529968,1.0129948854446411,52,0.1283363160156418,0,0,0,0,0,0.08176691729323309,0.0,0.0,0.0,
