step,timestamp,coverage,known_cells,total_cells,cov_trace,pos_x,pos_y,altitude,frontier_count,nearest_frontier_dist,loop_closures,tracking_lost_events,new_cells,note
258,1776030647.795646,0.238,4112,17280,0.112226,-1.607,0.731,1.164,15,0.757,64,0,0,
259,1776030649.8049786,0.2377,4108,17280,0.099248,-1.523,0.454,1.103,15,0.482,65,0,0,
260,1776030651.812786,0.2378,4109,17280,0.089774,-1.672,0.369,1.11,15,0.406,65,0,1,
261,1776030653.828677,0.2378,4109,17280,0.099886,-1.885,0.495,1.051,15,0.606,66,0,0,
262,1776030655.8406258,0.2378,4109,17280,0.104877,-1.975,0.333,1.094,15,0.534,66,0,0,
263,1776030657.8490114,0.2378,4109,17280,0.104816,-2.085,0.164,1.091,15,0.482,67,0,0,
264,1776030659.8577664,0.2378,4109,17280,0.113462,-2.41,0.162,1.09,15,0.766,67,0,0,
265,1776030661.8654842,0.2378,4109,17280,0.129536,-2.583,0.258,1.077,15,0.962,67,0,0,
266,1776030663.8741817,0.2378,4109,17280,0.132344,-2.509,0.415,1.053,15,0.973,68,0,0,
267,1776030665.8876758,0.238,4113,17280,0.129566,-2.325,0.411,1.061,15,0.824,68,0,4,
268,1776030667.9003325,0.238,4113,17280,0.118231,-2.383,0.31,1.053,15,0.809,69,0,0,
269,1776030669.9113178,0.238,4113,17280,0.118231,-2.366,0.324,1.104,15,0.803,69,0,0,
270,1776030671.9218771,0.238,4113,17280,0.120663,-2.396,0.096,1.107,15,0.73,70,0,0,
271,1776030673.9294035,0.238,4113,17280,0.117694,-2.628,0.064,1.143,15,0.947,71,0,0,
272,1776030675.9400005,0.238,4113,17280,0.117694,-2.778,0.354,1.111,15,1.179,71,0,0,
273,1776030677.949689,0.238,4113,17280,0.150665,-2.955,0.345,1.115,15,1.34,72,0,0,
274,1776030679.9566734,0.238,4113,17280,0.160097,-2.926,0.185,1.114,15,1.265,73,0,0,
275,1776030681.966812,0.2374,4102,17280,0.154331,-2.873,0.257,1.155,15,1.234,73,0,0,
276,1776030683.9848375,0.2374,4102,17280,0.154064,-2.8,0.284,1.131,15,1.174,73,0,0,
277,1776030685.9951236,0.2374,4102,17280,0.148155,-2.819,0.066,1.085,15,1.135,74,0,0,
278,1776030688.0042255,0.2374,4102,17280,0.14599,-3.014,-0.107,1.071,15,1.314,75,0,0,
279,1776030690.0113542,0.2374,4103,17280,0.156999,-3.02,-0.282,1.078,15,1.329,75,0,1,
280,1776030692.0241044,0.2374,4103,17280,0.153273,-2.777,-0.331,1.058,15,1.097,76,0,0,
281,1776030694.0323231,0.2375,4104,17280,0.143385,-2.826,-0.294,1.039,15,1.139,77,0,1,
282,1776030696.042742,0.2375,4104,17280,0.144619,-2.927,-0.222,1.017,15,1.231,78,0,0,
283,1776030698.0527055,0.2375,4104,17280,0.152004,-2.828,0.028,1.016,15,1.139,79,0,0,
284,1776030700.0628827,0.2375,4104,17280,0.148659,-2.715,0.185,1.044,15,1.061,80,0,0,
285,1776030702.072497,0.2375,4104,17280,0.14591,-2.673,0.131,1.09,15,1.006,80,0,0,
286,1776030704.0831287,0.2375,4104,17280,0.140686,-2.498,-0.195,1.075,15,0.802,80,0,0,
287,1776030706.091163,0.2375,4104,17280,0.127795,-2.283,-0.304,1.059,15,0.609,81,0,0,
288,1776030708.0997171,0.2375,4104,17280,0.113092,-2.273,-0.174,1.098,15,0.575,81,0,0,
289,1776030710.1102607,0.2359,4076,17280,0.106931,-2.489,-0.036,1.054,15,0.794,82,0,0,
290,1776030712.1185417,0.2359,4076,17280,0.125244,-2.624,0.088,1.011,15,0.948,83,0,0,
291,1776030714.1261613,0.2359,4076,17280,0.124932,-2.45,0.124,1.077,15,0.79,84,0,0,
292,1776030716.134453,0.2359,4076,17280,0.118619,-2.43,0.052,1.108,15,0.751,84,0,0,
293,1776030718.1425536,0.2359,4076,17280,0.128409,-2.671,0.12,1.063,15,1.001,84,0,0,
294,1776030720.1514468,0.2359,4076,17280,0.136952,-2.758,0.125,1.098,15,1.087,84,0,0,
295,1776030722.1647463,0.2372,4098,17280,0.136952,-2.724,0.016,1.076,15,1.034,85,0,22,
296,1776030724.1772,0.2371,4097,17280,0.136134,-2.805,0.094,1.1,15,1.127,86,0,0,
297,1776030726.1896138,0.2372,4098,17280,0.142199,-2.863,-0.017,1.057,15,1.168,87,0,1,
298,1776030728.1975658,0.2372,4098,17280,0.143964,-2.86,-0.14,1.075,15,1.16,88,0,0,
299,1776030730.2053466,0.2372,4098,17280,0.143964,-2.915,0.07,1.1,15,1.231,88,0,0,
300,1776030732.2185807,0.2373,4100,17280,0.150358,-3.007,0.147,1.052,15,1.335,89,0,2,
301,1776030734.2259445,0.2364,4113,17400,0.160734,-2.962,0.09,1.035,15,1.28,90,0,13,
302,1776030736.2398963,0.2364,4114,17400,0.153407,-2.89,0.14,1.032,15,1.219,91,0,1,
303,1776030738.247802,0.2364,4114,17400,0.168776,-3.212,0.299,1.05,15,1.57,91,0,0,
304,1776030740.2579386,0.236,4120,17460,0.168776,-3.344,0.323,1.055,15,1.704,92,0,6,
305,1776030742.2672105,0.2353,4165,17700,0.184634,-3.345,0.408,1.061,15,1.729,92,0,45,
306,1776030744.2773056,0.2356,4170,17700,0.186556,-3.126,0.54,1.056,15,1.573,92,0,5,
307,1776030746.287101,0.2374,4202,17700,0.1745,-3.212,0.607,1.099,15,1.68,92,0,32,
308,1776030748.3014128,0.2375,4203,17700,0.183971,-3.328,0.418,1.084,15,1.716,92,0,1,
309,1776030750.3081322,0.2376,4205,17700,0.179277,-3.19,0.376,1.089,15,1.572,93,0,2,
310,1776030752.316735,0.2376,4206,17700,0.170386,-3.175,0.433,1.035,15,1.577,93,0,1,
311,1776030754.3250275,0.2376,4206,17700,0.172769,-3.153,0.507,1.128,15,1.585,93,0,0,
312,1776030756.3335128,0.2376,4206,17700,0.183407,-3.307,0.62,1.108,15,1.772,94,0,0,
313,1776030758.3617716,0.2377,4208,17700,0.201217,-3.567,0.603,1.107,15,2.004,95,0,2,
314,1776030760.377853,0.2353,4222,17940,0.218841,-3.618,0.707,1.136,15,2.091,96,0,14,
315,1776030762.3856893,0.2345,4235,18060,0.230525,-3.485,0.816,1.121,15,2.018,96,0,13,
316,1776030764.3937314,0.2345,4235,18060,0.222001,-3.613,0.861,1.085,15,2.153,97,0,0,
317,1776030766.4128256,0.2339,4238,18120,0.244824,-3.869,0.89,1.091,15,2.395,98,0,3,
318,1776030768.4258614,0.2322,4249,18300,0.245927,-4.019,0.755,1.125,15,2.481,98,0,11,
319,1776030770.4384398,0.2322,4249,18300,0.245927,-3.951,0.914,1.133,15,2.479,98,0,0,
320,1776030772.4472795,0.2322,4249,18300,0.266379,-3.905,1.131,1.132,15,2.538,98,0,0,
321,1776030774.4565363,0.2335,4273,18300,0.267946,-3.933,1.399,1.13,15,2.704,98,0,24,
322,1776030776.4657283,0.2335,4273,18300,0.267946,-3.992,1.494,1.093,15,2.807,98,0,0,
323,1776030778.4730604,0.2338,4279,18300,0.268921,-3.899,1.559,1.097,15,2.77,98,0,6,
324,1776030780.4828215,0.2338,4279,18300,0.270318,-3.817,1.687,1.11,15,2.787,98,0,0,
325,1776030782.492721,0.2343,4287,18300,0.273324,-3.913,1.723,1.102,15,2.883,98,0,8,
326,1776030784.5018563,0.2362,4323,18300,0.276428,-3.707,1.671,1.105,15,2.693,98,0,36,
327,1776030786.5141819,0.2369,4335,18300,0.27841,-3.589,1.593,1.101,15,2.554,98,0,12,
328,1776030788.5310082,0.2374,4345,18300,0.280051,-3.599,1.829,1.081,15,2.725,98,0,10,
329,1776030790.5445902,0.2374,4345,18300,0.280051,-3.666,1.88,1.059,15,2.808,98,0,0,
330,1776030792.560097,0.2374,4345,18300,0.280051,-3.577,1.982,1.051,15,2.821,98,0,0,
331,1776030794.5688515,0.2396,4385,18300,0.281695,-3.436,1.802,1.023,15,2.594,98,0,40,
332,1776030796.5772762,0.2402,4395,18300,0.286131,-3.447,1.594,1.003,15,2.451,99,0,10,
333,1776030798.5901525,0.2402,4395,18300,0.268899,-3.347,1.507,1.021,15,2.319,99,0,0,
334,1776030800.5989482,0.2402,4395,18300,0.248403,-3.262,1.559,1.049,15,2.297,100,0,0,
335,1776030802.611001,0.2402,4395,18300,0.273756,-3.35,1.649,1.024,15,2.423,101,0,0,
336,1776030804.6248071,0.2402,4395,18300,0.273756,-3.429,1.377,1.025,15,2.29,101,0,0,
337,1776030806.6387553,0.2388,4370,18300,0.254593,-3.691,1.34,1.024,15,2.472,102,0,0,
338,1776030808.6500156,0.2388,4370,18300,0.26144,-3.712,1.418,1.033,15,2.536,102,0,0,
339,1776030810.6607006,0.2388,4370,18300,0.269876,-3.796,1.411,1.044,15,2.599,102,0,0,
340,1776030812.6720896,0.2388,4370,18300,0.27257,-3.956,1.327,1.053,15,2.683,102,0,0,
341,1776030814.6841323,0.2391,4375,18300,0.281552,-3.989,1.193,1.075,15,2.641,103,0,5,
342,1776030816.697571,0.2385,4378,18360,0.297117,-4.194,1.156,1.122,15,2.804,104,0,3,
343,1776030818.711474,0.236,4390,18600,0.29986,-4.189,1.254,1.153,15,2.845,104,0,12,
344,1776030820.7243514,0.236,4390,18600,0.301445,-3.932,1.225,1.19,15,2.609,104,0,0,
345,1776030822.7352965,0.2367,4402,18600,0.275098,-3.866,1.27,1.202,15,2.576,104,0,12,
346,1776030824.747798,0.2367,4402,18600,0.279213,-3.835,1.152,1.257,15,2.488,104,0,0,
347,1776030826.7587018,0.2367,4402,18600,0.281924,-3.797,0.923,1.308,15,2.344,104,0,0,
348,1776030828.7663329,0.2367,4402,18600,0.285058,-3.946,1.046,1.335,15,2.532,104,0,0,
349,1776030830.7746704,0.2368,4405,18600,0.289903,-4.001,1.213,1.334,15,2.661,104,0,3,
350,1776030832.785569,0.2368,4405,18600,0.294593,-3.967,1.452,1.358,15,2.762,104,0,0,
351,1776030834.7971084,0.2368,4405,18600,0.297235,-3.969,1.362,1.317,15,2.713,104,0,0,
352,1776030836.8149073,0.2368,4405,18600,0.300507,-4.094,1.171,1.357,15,2.722,104,0,0,
353,1776030838.8273304,0.2368,4405,18600,0.304909,-4.187,0.951,1.368,15,2.71,104,0,0,
354,1776030840.8353326,0.237,4408,18600,0.313398,-4.145,1.104,1.39,15,2.736,104,0,3,
355,1776030842.8458498,0.237,4408,18600,0.320264,-4.046,1.153,1.384,15,2.672,104,0,0,
356,1776030844.8634682,0.237,4408,18600,0.324865,-4.172,1.118,1.405,15,2.767,104,0,0,
357,1776030848.4765227,0.2367,4402,18600,0.369679,-4.403,1.43,1.383,15,3.118,104,0,0,
358,1776030850.4855416,0.2368,4404,18600,0.371851,-4.442,1.641,1.356,15,3.262,104,0,2,
359,1776030852.4959333,0.2368,4404,18600,0.377148,-4.327,1.648,1.384,15,3.169,104,0,0,
360,1776030854.50506,0.2368,4405,18600,0.419882,-4.074,1.862,1.403,15,3.096,104,0,1,
361,1776030858.519388,0.2368,4405,18600,0.422997,-3.726,1.973,1.428,15,2.917,104,0,0,
362,1776030862.3359728,0.2368,4405,18600,0.427964,-3.859,1.991,1.385,15,3.022,104,0,0,
363,1776030864.3447175,0.2368,4405,18600,0.43223,-4.002,1.852,1.431,15,3.035,104,0,0,
364,1776030868.3633673,0.2368,4405,18600,0.437756,-4.014,1.783,1.472,15,2.999,104,0,0,
365,1776030872.3808324,0.2368,4405,18600,0.443619,-3.871,1.671,1.467,15,2.818,104,0,0,
366,1776030876.4042997,0.2368,4405,18600,0.416379,-3.965,1.559,1.411,15,2.822,104,0,0,
367,1776030880.4223366,0.2368,4405,18600,0.405451,-4.153,1.452,1.492,15,2.916,104,0,0,
368,1776030884.4423175,0.2368,4405,18600,0.401001,-4.297,1.267,1.461,15,2.946,104,0,0,
369,1776030888.4659264,0.2368,4405,18600,0.424761,-4.412,1.088,1.477,15,2.971,105,0,0,
370,1776030892.479744,0.2368,4405,18600,0.429433,-4.353,0.935,1.467,15,2.857,105,0,0,
371,1776030896.493644,0.2368,4405,18600,0.37931,-4.413,0.851,1.418,15,2.884,106,0,0,
372,1776030900.5092146,0.2368,4405,18600,0.391284,-4.479,0.987,1.481,15,2.993,106,0,0,
373,1776030904.5337698,0.2368,4405,18600,0.391284,-4.391,1.056,1.397,15,2.939,106,0,0,
374,1776030906.542197,0.2368,4405,18600,0.376127,-4.238,0.956,1.426,15,2.758,107,0,0,
375,1776030910.5663865,0.2368,4405,18600,0.360589,-4.234,1.113,1.465,15,2.82,108,0,0,
376,1776030914.583417,0.2368,4405,18600,0.376525,-4.231,1.081,1.42,15,2.803,108,0,0,
377,1776030918.6031604,0.2368,4405,18600,0.349493,-4.182,0.892,1.397,15,2.682,108,0,0,
378,1776030920.6104987,0.2368,4405,18600,0.340142,-4.143,0.824,1.415,15,2.621,109,0,0,
379,1776030924.6272087,0.2368,4405,18600,0.337442,-4.115,0.659,1.416,15,2.539,109,0,0,
380,1776030928.6471152,0.2368,4405,18600,0.317866,-4.161,0.521,1.411,15,2.544,110,0,0,
381,1776030931.664468,0.2368,4405,18600,0.334298,-4.233,0.518,1.368,15,2.613,110,0,0,
382,1776030933.6731641,0.2368,4405,18600,0.339984,-4.309,0.509,1.346,15,2.685,111,0,0,
383,1776030935.6855845,0.2368,4405,18600,0.339984,-4.444,0.54,1.351,15,2.823,111,0,0,
384,1776030937.6934507,0.2368,4405,18600,0.360792,-4.431,0.448,1.367,15,2.791,112,0,0,
385,1776030939.7027194,0.2368,4405,18600,0.355312,-4.571,0.311,1.36,15,2.904,113,0,0,
386,1776030941.7112138,0.2368,4405,18600,0.36045,-4.633,0.117,1.349,15,2.943,113,0,0,
387,1776030943.724146,0.2369,4406,18600,0.37713,-4.495,0.208,1.354,15,2.815,114,0,1,
388,1776030945.7333708,0.2369,4406,18600,0.358815,-4.584,0.344,1.378,15,2.922,114,0,0,
389,1776030947.7428484,0.2369,4406,18600,0.370865,-4.669,0.379,1.348,15,3.012,114,0,0,
390,1776030949.7550097,0.2369,4406,18600,0.387703,-4.622,0.641,1.379,15,3.021,115,0,0,
391,1776030951.7638147,0.2369,4406,18600,0.401157,-4.729,0.587,1.396,15,3.112,116,0,0,
392,1776030953.771894,0.2369,4406,18600,0.408964,-4.647,0.404,1.415,15,2.994,116,0,0,
393,1776030957.3877115,0.2369,4406,18600,0.380641,-4.607,0.479,1.406,15,2.969,117,0,0,
394,1776030961.4100087,0.2369,4406,18600,0.36941,-4.621,0.512,1.413,15,2.99,117,0,0,
395,1776030964.026528,0.2369,4406,18600,0.374703,-4.622,0.636,1.378,15,3.02,118,0,0,
396,1776030966.0397904,0.2369,4406,18600,0.391107,-4.68,0.686,1.391,15,3.088,119,0,0,
397,1776030968.0508604,0.2369,4406,18600,0.385751,-4.687,0.503,1.371,15,3.052,120,0,0,
398,1776030970.062076,0.2369,4406,18600,0.385751,-4.755,0.49,1.373,15,3.117,120,0,0,
399,1776030972.0691593,0.2369,4406,18600,0.385751,-4.889,0.466,1.334,15,3.243,120,0,0,
400,1776030974.0854104,0.2369,4406,18600,0.405531,-4.936,0.62,1.303,15,3.321,121,0,0,
401,1776030976.0931153,0.2369,4406,18600,0.417512,-4.849,0.843,1.372,15,3.294,121,0,0,
402,1776030978.1015391,0.2369,4407,18600,0.41978,-4.971,0.994,1.368,15,3.457,121,0,1,
403,1776030980.1099563,0.2368,4405,18600,0.439749,-5.085,1.024,1.346,15,3.575,122,0,0,
404,1776030982.1177673,0.2368,4405,18600,0.458385,-5.076,1.004,1.358,15,3.56,123,0,0,
405,1776030984.1298678,0.2372,4411,18600,0.462198,-4.881,1.082,1.327,15,3.402,124,0,6,
406,1776030986.1381283,0.2372,4411,18600,0.45209,-4.805,1.069,1.346,15,3.327,125,0,0,
407,1776030988.1599727,0.2338,4418,18900,0.440605,-5.101,1.122,1.274,15,3.622,126,0,7,
408,1776030990.171184,0.2318,4436,19140,0.459331,-5.322,0.956,1.321,15,3.78,127,0,18,
409,1776030992.1853328,0.2292,4442,19380,0.476263,-5.457,1.025,1.294,15,3.929,128,0,6,
410,1776030994.1922615,0.2277,4453,19560,0.491673,-5.371,1.167,1.276,15,3.892,128,0,11,
411,1776030996.1990309,0.2278,4456,19560,0.505085,-5.495,1.211,1.322,15,4.023,128,0,3,
412,1776030998.21376,0.2275,4463,19620,0.503798,-5.45,0.996,1.272,15,3.914,129,0,7,
413,1776031000.2269073,0.2277,4467,19620,0.489837,-5.415,0.992,1.303,15,3.88,130,0,4,
414,1776031002.2393951,0.2277,4467,19620,0.495063,-5.36,1.101,1.281,15,3.86,130,0,0,
415,1776031004.2475936,0.2286,4486,19620,0.485318,-5.347,1.195,1.214,15,3.878,131,0,19,
416,1776031006.2597678,0.2291,4494,19620,0.503068,-5.293,1.368,1.242,15,3.891,132,0,8,
417,1776031008.271257,0.2313,4525,19560,0.47906,-5.069,1.265,1.223,15,3.644,132,0,31,
418,1776031010.2791953,0.2341,4593,19620,0.460372,-5.026,1.351,1.259,15,3.639,132,0,68,
419,1776031012.287794,0.2352,4615,19620,0.466149,-5.119,1.762,1.26,15,3.905,132,0,22,
420,1776031014.3000917,0.238,4670,19620,0.475609,-4.997,1.839,1.275,15,3.838,132,0,55,
421,1776031016.3136191,0.238,4670,19620,0.483205,-5.126,1.79,1.244,15,3.925,132,0,0,
422,1776031018.324342,0.238,4670,19620,0.486247,-5.112,1.875,1.181,15,3.955,132,0,0,
423,1776031020.3318212,0.238,4670,19620,0.495685,-5.102,1.795,1.287,15,3.907,132,0,0,
424,1776031022.3420672,0.238,4670,19620,0.500406,-5.163,1.574,1.238,15,3.858,132,0,0,
425,1776031024.3521626,0.238,4670,19620,0.507275,-5.14,1.41,1.263,15,3.767,132,0,0,
426,1776031026.363363,0.238,4669,19620,0.485782,-5.283,1.173,1.321,15,3.811,132,0,0,
427,1776031028.3732316,0.238,4669,19620,0.485865,-5.385,1.292,1.244,15,3.948,133,0,0,
428,1776031030.3835325,0.2388,4685,19620,0.540171,-5.514,1.233,1.263,15,4.048,133,0,16,
429,1776031032.3959017,0.2386,4682,19620,0.534838,-5.483,1.296,1.255,15,4.041,134,0,0,
430,1776031034.410358,0.2392,4693,19620,0.526602,-5.344,1.38,1.3,15,3.943,135,0,11,
431,1776031036.4274006,0.2392,4693,19620,0.494866,-5.235,1.405,1.294,15,3.852,136,0,0,
432,1776031038.4374154,0.2392,4694,19620,0.489326,-5.295,1.67,1.255,15,4.019,137,0,1,
433,1776031040.4520655,0.2392,4694,19620,0.521784,-5.412,1.578,1.287,15,4.084,137,0,0,
434,1776031042.4650524,0.2392,4694,19620,0.538908,-5.621,1.594,1.278,15,4.282,138,0,0,
435,1776031044.4773505,0.2392,4694,19620,0.578181,-5.719,1.725,1.298,15,4.424,139,0,0,
436,1776031046.5066786,0.2349,4609,19620,0.608542,-5.692,1.681,1.298,15,4.382,139,0,0,
437,1776031048.5183492,0.2349,4609,19620,0.618384,-5.795,1.758,1.343,15,4.507,140,0,0,
438,1776031050.530672,0.2349,4609,19620,0.659534,-5.872,1.905,1.319,15,4.64,140,0,0,
439,1776031052.5453937,0.2344,4599,19620,0.66555,-5.806,1.945,1.316,15,4.598,141,0,0,
440,1776031054.5596,0.2344,4599,19620,0.645538,-5.645,1.852,1.309,15,4.412,141,0,0,
441,1776031056.5756366,0.2339,4590,19620,0.645538,-5.483,1.922,1.32,15,4.301,142,0,0,
442,1776031058.5905955,0.2339,4590,19620,0.623911,-5.599,1.933,1.3,15,4.409,142,0,0,
443,1776031060.6014917,0.2342,4595,19620,0.649833,-5.762,1.826,1.323,15,4.506,142,0,5,
444,1776031062.6153843,0.2343,4596,19620,0.636001,-5.754,1.692,1.333,15,4.442,142,0,1,
445,1776031064.6282308,0.2344,4599,19620,0.618948,-5.767,1.58,1.347,15,4.41,142,0,3,
446,1776031066.6430275,0.2343,4596,19620,0.618471,-5.79,1.267,1.315,15,4.321,143,0,0,
447,1776031068.6558695,0.2343,4596,19620,0.582473,-5.738,1.106,1.318,15,4.222,144,0,0,
448,1776031070.6696327,0.2343,4596,19620,0.57966,-5.776,1.352,1.284,15,4.335,145,0,0,
449,1776031072.6772337,0.2343,4596,19620,0.594862,-5.756,1.357,1.321,15,4.318,146,0,0,
450,1776031074.6856947,0.2343,4596,19620,0.583069,-5.836,1.119,1.342,15,4.319,147,0,0,
451,1776031076.6989937,0.2343,4596,19620,0.583146,-5.724,1.036,1.352,15,4.188,147,0,0,
452,1776031078.706077,0.2343,4596,19620,0.559406,-5.796,1.015,1.297,15,4.252,148,0,0,
453,1776031080.7140164,0.2349,4594,19560,0.586937,-6.115,1.062,1.335,15,4.572,148,0,0,
454,1776031082.7221003,0.2349,4594,19560,0.63376,-6.087,1.085,1.297,15,4.551,149,0,0,
455,1776031084.7307303,0.2349,4594,19560,0.626781,-5.988,0.992,1.322,15,4.431,150,0,0,
456,1776031086.7422075,0.2299,4607,20040,0.608846,-6.039,1.172,1.302,15,4.529,151,0,13,
457,1776031088.7514648,0.2298,4606,20040,0.614768,-6.231,1.446,1.281,15,4.796,152,0,0,
458,1776031090.7636316,0.2276,4616,20280,0.659952,-6.529,1.539,1.218,15,5.108,153,0,10,
459,1776031092.7724009,0.2224,4643,20880,0.728017,-6.695,1.473,1.156,15,5.245,153,0,27,
460,1776031094.785096,0.2199,4658,21180,0.775239,-6.608,1.316,1.198,15,5.115,153,0,15,
461,1776031096.7972467,0.2205,4670,21180,0.779532,-6.744,1.107,1.219,15,5.192,153,0,12,
462,1776031098.8063445,0.2199,4684,21300,0.791458,-6.632,1.177,1.233,15,5.101,153,0,14,
463,1776031100.820009,0.2203,4693,21300,0.793795,-6.59,1.154,1.187,15,5.054,153,0,9,
464,1776031102.8365622,0.2204,4695,21300,0.794938,-6.703,0.969,1.223,15,5.121,153,0,2,
465,1776031104.8493383,0.2205,4696,21300,0.801531,-6.566,0.951,1.186,15,4.984,153,0,1,
466,1776031106.856134,0.2208,4704,21300,0.804719,-6.383,0.88,1.176,15,4.79,153,0,8,
467,1776031108.8663194,0.2208,4704,21300,0.807634,-6.242,0.681,1.146,15,4.613,153,0,0,
468,1776031110.8761907,0.221,4708,21300,0.809255,-6.118,0.747,1.17,15,4.504,153,0,4,
469,1776031112.8882632,0.2191,4667,21300,0.613505,-6.233,0.88,1.236,15,4.643,153,0,0,
470,1776031114.8972406,0.2191,4667,21300,0.617391,-6.329,0.906,1.187,15,4.743,153,0,0,
471,1776031116.9067638,0.2188,4661,21300,0.663423,-6.336,0.648,1.22,15,4.7,153,0,0,
472,1776031118.919017,0.2188,4661,21300,0.637349,-6.358,0.377,1.187,15,4.685,153,0,0,
473,1776031120.9262528,0.2184,4652,21300,0.623489,-6.327,0.291,1.167,15,4.645,153,0,0,
474,1776031122.9371538,0.2184,4652,21300,0.627887,-6.194,0.447,1.229,15,4.53,153,0,0,
475,1776031124.9467502,0.2184,4652,21300,0.604895,-6.228,0.633,1.196,15,4.591,153,0,0,
476,1776031126.9555779,0.2185,4654,21300,0.620002,-6.191,0.632,1.189,15,4.555,153,0,2,
477,1776031128.965664,0.2181,4646,21300,0.604192,-6.126,0.532,1.195,15,4.474,153,0,0,
478,1776031130.9753969,0.2181,4646,21300,0.576407,-6.34,0.56,1.194,15,4.69,153,0,0,
479,1776031132.9879737,0.2181,4645,21300,0.60946,-6.454,0.739,1.165,15,4.832,153,0,0,
480,1776031134.9991555,0.2182,4647,21300,0.649683,-6.253,0.773,1.177,15,4.641,153,0,2,
481,1776031137.006596,0.2182,4647,21300,0.634234,-6.053,0.754,1.198,15,4.441,153,0,0,
482,1776031139.0274568,0.219,4664,21300,0.585984,-6.013,0.694,1.222,15,4.39,153,0,17,
483,1776031141.0419261,0.2188,4661,21300,0.586429,-6.245,0.699,1.22,15,4.62,153,0,0,
484,1776031143.052378,0.2189,4650,21240,0.629413,-6.409,0.721,1.196,15,4.785,153,0,0,
485,1776031145.0603502,0.219,4651,21240,0.661117,-6.336,0.78,1.196,15,4.723,153,0,1,
486,1776031147.0797248,0.219,4651,21240,0.651239,-6.248,0.749,1.226,15,4.631,153,0,0,
487,1776031149.0880709,0.2199,4670,21240,0.625371,-6.391,0.629,1.316,15,4.751,154,0,19,
488,1776031151.0992568,0.2207,4688,21240,0.633774,-6.408,0.438,1.234,15,4.742,154,0,18,
489,1776031153.1066608,0.2207,4688,21240,0.63236,-6.192,0.343,1.278,15,4.516,155,0,0,
490,1776031155.1183388,0.2207,4688,21240,0.583326,-6.002,0.383,1.294,15,4.331,156,0,0,
491,1776031157.1336474,0.2226,4727,21240,0.55466,-6.16,0.475,1.312,15,4.501,157,0,39,
492,1776031159.1450818,0.2232,4740,21240,0.574362,-6.28,0.601,1.321,15,4.637,158,0,13,
493,1776031161.1540806,0.2232,4740,21240,0.609224,-6.312,0.568,1.316,15,4.664,159,0,0,
494,1776031163.1637383,0.223,4737,21240,0.60644,-6.356,0.376,1.317,15,4.683,160,0,0,
495,1776031165.171294,0.223,4737,21240,0.608717,-6.137,0.285,1.311,15,4.455,160,0,0,
496,1776031167.1856062,0.223,4737,21240,0.584921,-5.992,0.341,1.28,15,4.318,160,0,0,
497,1776031169.198341,0.223,4737,21240,0.558133,-5.92,0.59,1.282,15,4.28,160,0,0,
498,1776031171.215409,0.2232,4740,21240,0.549388,-6.06,0.686,1.28,15,4.435,160,0,3,
499,1776031173.2234662,0.2228,4746,21300,0.576901,-6.083,0.758,1.296,15,4.471,161,0,6,
500,1776031175.2317324,0.2231,4738,21240,0.586484,-6.179,0.719,1.201,15,4.557,161,0,0,
501,1776031177.2460783,0.2231,4738,21240,0.592611,-6.352,0.638,1.187,15,4.715,161,0,0,
502,1776031179.2594483,0.2232,4741,21240,0.609359,-6.406,0.494,1.193,15,4.746,162,0,3,
503,1776031181.2714932,0.2232,4741,21240,0.609826,-6.281,0.585,1.213,15,4.635,162,0,0,
504,1776031183.2896585,0.2232,4741,21240,0.621516,-6.425,0.717,1.256,15,4.799,162,0,0,
505,1776031185.299432,0.2232,4741,21240,0.643584,-6.416,0.873,1.223,15,4.821,163,0,0,
506,1776031187.3122597,0.2232,4741,21240,0.63763,-6.236,1.086,1.199,15,4.695,163,0,0,
507,1776031189.3196306,0.225,4780,21240,0.623049,-6.021,1.076,1.166,15,4.485,164,0,39,
508,1776031191.3318014,0.225,4780,21240,0.572675,-5.853,0.921,1.173,15,4.283,164,0,0,
509,1776031193.3459496,0.2232,4754,21300,0.572675,-5.805,1.037,1.16,15,4.266,164,0,0,
510,1776031195.3561687,0.2232,4754,21300,0.572675,-5.886,1.152,1.192,15,4.376,164,0,0,
511,1776031197.3668861,0.2232,4754,21300,0.561021,-6.133,1.178,1.117,15,4.621,165,0,0,
512,1776031199.3772657,0.2232,4754,21300,0.604582,-6.362,1.298,1.172,15,4.874,166,0,0,
513,1776031201.3851044,0.2232,4754,21300,0.649924,-6.312,1.324,1.134,15,4.834,166,0,0,
514,1776031203.3954403,0.2232,4755,21300,0.660619,-6.377,1.454,1.118,15,4.936,167,0,1,
515,1776031205.4048483,0.2233,4756,21300,0.678226,-6.445,1.565,1.1,15,5.037,168,0,1,
516,1776031207.4173312,0.2233,4757,21300,0.68226,-6.286,1.719,1.078,15,4.943,168,0,1,
517,1776031209.4299512,0.2235,4761,21300,0.689509,-5.969,1.685,1.079,15,4.637,168,0,4,
518,1776031211.4381838,0.2253,4798,21300,0.691182,-5.723,1.613,1.093,15,4.383,168,0,37,
519,1776031213.4462616,0.2254,4801,21300,0.694471,-5.619,1.389,1.037,15,4.201,168,0,3,
520,1776031215.4556453,0.2254,4801,21300,0.695704,-5.586,1.312,1.058,15,4.144,168,0,0,
521,1776031217.465853,0.2254,4801,21300,0.697363,-5.788,1.171,1.02,15,4.289,168,0,0,
