step,timestamp,coverage,known_cells,total_cells,cov_trace,pos_x,pos_y,altitude,frontier_count,nearest_frontier_dist,loop_closures,tracking_lost_events,new_cells,note
1,1776109135.40096,0.1135,1100,9688,0.029697,0.297,-0.138,1.225,0,-1,0,0,0,itpf_h-45
2,1776109137.5736444,0.111,1113,10024,0.032157,0.55,-0.361,1.174,0,-1,0,0,13,itpf_h-45
3,1776109139.7471979,0.1218,1291,10602,0.035928,0.763,-0.563,1.14,0,-1,0,0,178,itpf_h-45
4,1776109141.92084,0.1325,1443,10887,0.039953,1.007,-0.775,1.183,0,-1,0,0,152,itpf_h-45
5,1776109144.0653117,0.145,1640,11310,0.042755,1.331,-1.01,1.198,0,-1,0,0,197,itpf_h-45
6,1776109146.2490437,0.1498,1759,11741,0.045708,1.265,-1.131,1.208,0,-1,0,0,119,itpf_h-158
7,1776109148.4175618,0.1556,1827,11741,0.04983,0.97,-1.256,1.224,0,-1,0,0,68,itpf_h-158
8,1776109150.5777524,0.1571,1845,11741,0.052036,1.035,-1.383,1.168,0,-1,0,0,18,itpf_h-22
9,1776109152.7247467,0.1571,1845,11741,0.052036,1.376,-1.536,1.207,0,-1,0,0,0,itpf_h-22
10,1776109154.8836563,0.1588,1865,11741,0.055874,1.433,-1.516,1.263,0,-1,0,0,20,itpf_h135
11,1776109157.0223267,0.1592,1869,11741,0.059344,1.148,-1.261,1.252,0,-1,0,0,4,itpf_h135
12,1776109159.226012,0.1633,1917,11741,0.065016,0.991,-1.27,1.282,0,-1,0,0,48,itpf_h-158
13,1776109161.3794448,0.164,1925,11741,0.06885,0.691,-1.449,1.198,0,-1,0,0,8,itpf_h-158
14,1776109163.5208151,0.164,1925,11741,0.06885,0.386,-1.586,1.226,0,-1,0,0,0,itpf_h-158
15,1776109165.6661842,0.1593,1974,12390,0.071118,0.349,-1.507,1.263,0,-1,0,0,49,itpf_h45
16,1776109167.8579726,0.1594,1975,12390,0.074214,0.684,-1.306,1.256,0,-1,0,0,1,itpf_h45
17,1776109170.0178573,0.1596,1977,12390,0.078172,0.626,-1.339,1.242,0,-1,0,0,2,itpf_h-158
18,1776109172.1632352,0.1598,1980,12390,0.081537,0.277,-1.518,1.223,0,-1,0,0,3,itpf_h-158
19,1776109174.2988017,0.1599,1981,12390,0.08453,0.284,-1.436,1.214,0,-1,0,0,1,itpf_h45
20,1776109176.4630032,0.1599,1981,12390,0.08453,0.644,-1.225,1.235,0,-1,0,0,0,itpf_h45
21,1776109178.6166537,0.16,1983,12390,0.190362,0.629,-1.221,1.291,0,-1,0,0,2,itpf_h-158
22,1776109180.770119,0.1604,1987,12390,0.193229,0.264,-1.379,1.258,0,-1,0,0,4,itpf_h-158
23,1776109182.9052067,0.1604,1987,12390,0.193229,0.025,-1.532,1.278,0,-1,0,0,0,itpf_h-158
24,1776109185.0803385,0.1513,2017,13334,0.196944,0.006,-1.487,1.29,0,-1,0,0,30,itpf_h45
25,1776109187.2287676,0.1513,2018,13334,0.204147,0.34,-1.233,1.246,0,-1,0,0,1,itpf_h45
26,1776109189.3974502,0.1511,2015,13334,0.193971,0.506,-1.2,1.295,0,-1,1,0,0,itpf_h-22
27,1776109191.544288,0.1512,2016,13334,0.199155,0.792,-1.281,1.313,0,-1,1,0,1,itpf_h-22
28,1776109193.683301,0.1523,2031,13334,0.216441,0.774,-1.391,1.359,0,-1,2,0,15,itpf_h-158
29,1776109195.8518827,0.1523,2031,13334,0.216441,0.447,-1.537,1.366,0,-1,2,0,0,itpf_h-158
30,1776109198.0152152,0.1528,2037,13334,0.230581,0.454,-1.487,1.371,0,-1,3,0,6,itpf_h45
31,1776109200.0204973,0.153,2040,13334,0.223068,0.536,-1.22,1.362,0,-1,4,0,3,perturb
32,1776109202.0248663,0.153,2040,13334,0.213373,0.372,-1.297,1.376,0,-1,4,0,0,perturb
33,1776109204.0391607,0.1538,2051,13334,0.236984,0.553,-1.392,1.37,0,-1,5,0,11,perturb
34,1776109206.050494,0.1538,2051,13334,0.236984,0.49,-1.223,1.381,0,-1,5,0,0,perturb
35,1776109208.0570114,0.1538,2051,13334,0.230672,0.421,-1.37,1.481,0,-1,5,0,0,perturb
36,1776109212.0666273,0.1538,2051,13334,0.235438,0.623,-1.32,1.442,0,-1,5,0,0,perturb
37,1776109216.2531652,0.154,2054,13334,0.23987,0.734,-1.271,1.422,0,-1,5,0,3,itpf_h-22
38,1776109220.4154904,0.1554,2072,13334,0.249215,0.667,-1.302,1.465,0,-1,5,0,18,itpf_h-158
39,1776109224.5496218,0.1554,2072,13334,0.254904,0.672,-1.353,1.405,0,-1,6,0,0,itpf_h-22
40,1776109228.7741754,0.1566,2088,13334,0.277852,0.659,-1.446,1.434,0,-1,7,0,16,itpf_h-158
41,1776109232.932854,0.1566,2088,13334,0.28555,0.405,-1.555,1.429,0,-1,7,0,0,itpf_h-158
42,1776109237.0993993,0.1564,2085,13334,0.276571,0.337,-1.53,1.403,0,-1,8,0,0,itpf_h45
43,1776109239.4305613,0.1564,2085,13334,0.263614,0.583,-1.319,1.373,0,-1,9,0,0,itpf_h45
44,1776109241.603432,0.1564,2085,13334,0.263614,0.535,-1.361,1.381,0,-1,9,0,0,itpf_h-158
45,1776109243.827188,0.1564,2085,13334,0.260416,0.231,-1.591,1.341,0,-1,9,0,0,itpf_h-158
46,1776109245.9659648,0.1566,2088,13334,0.268788,0.194,-1.538,1.32,0,-1,10,0,3,itpf_h45
47,1776109248.1017256,0.1558,2078,13334,0.248188,0.449,-1.309,1.314,0,-1,11,0,0,itpf_h45
48,1776109250.2534068,0.1559,2079,13334,0.22613,0.566,-1.299,1.328,0,-1,12,0,1,itpf_h-22
49,1776109252.394623,0.1559,2079,13334,0.22613,0.584,-1.411,1.299,0,-1,12,0,0,itpf_h-158
50,1776109254.5900116,0.1564,2085,13334,0.229134,0.168,-1.462,1.278,0,-1,13,0,6,itpf_h-158
51,1776109256.7411742,0.1564,2086,13334,0.234255,0.15,-1.417,1.28,0,-1,14,0,1,itpf_h45
52,1776109258.907765,0.1564,2086,13334,0.218877,0.407,-1.299,1.23,0,-1,15,0,0,itpf_h-22
53,1776109261.0505438,0.1566,2088,13334,0.215909,0.622,-1.457,1.223,0,-1,15,0,2,itpf_h-22
54,1776109263.1950743,0.1566,2088,13334,0.215909,0.65,-1.621,1.193,0,-1,15,0,0,itpf_h-158
55,1776109265.33216,0.1576,2101,13334,0.222611,0.397,-1.577,1.222,0,-1,16,0,13,itpf_h113
56,1776109267.461656,0.1577,2103,13334,0.228067,0.458,-1.309,1.221,0,-1,16,0,2,itpf_h45
57,1776109269.5937552,0.1577,2103,13334,0.23868,0.381,-1.308,1.221,0,-1,16,0,0,itpf_h-158
58,1776109271.7306411,0.1577,2103,13334,0.23868,0.25,-1.413,1.182,0,-1,16,0,0,itpf_h-22
59,1776109273.876666,0.1581,2108,13334,0.255017,0.289,-1.529,1.201,0,-1,16,0,5,itpf_h-158
60,1776109276.0283225,0.1585,2114,13334,0.25921,0.116,-1.501,1.212,0,-1,16,0,6,itpf_h45
61,1776109278.1750793,0.1529,2212,14464,0.270014,0.341,-1.275,1.193,0,-1,16,0,98,itpf_h45
62,1776109280.315062,0.1529,2212,14464,0.178911,0.513,-1.279,1.164,0,-1,16,0,0,itpf_h-22
63,1776109282.4612968,0.1643,2350,14301,0.178911,0.562,-1.422,1.161,0,-1,16,0,138,itpf_h-158
64,1776109284.6174903,0.165,2424,14690,0.185903,0.181,-1.513,1.144,0,-1,17,0,74,itpf_h-158
65,1776109286.7676265,0.1649,2358,14301,0.194433,-0.058,-1.602,1.114,0,-1,18,0,0,itpf_h-158
66,1776109288.9180262,0.1651,2361,14301,0.208129,-0.053,-1.587,1.127,0,-1,18,0,3,itpf_h45
67,1776109291.0545712,0.1651,2361,14301,0.208129,0.214,-1.413,1.128,0,-1,18,0,0,itpf_h45
68,1776109293.200614,0.1651,2361,14301,0.186186,0.225,-1.349,1.153,0,-1,19,0,0,itpf_h-158
69,1776109295.345842,0.1669,2349,14074,0.195962,0.135,-1.51,1.192,0,-1,20,0,0,itpf_h-22
70,1776109297.484404,0.1669,2349,14074,0.199833,0.447,-1.473,1.24,0,-1,20,0,0,itpf_h45
71,1776109299.4907284,0.1669,2349,14074,0.199833,0.43,-1.442,1.232,0,-1,20,0,0,perturb
72,1776109301.4950407,0.1667,2346,14074,0.192431,0.398,-1.639,1.189,0,-1,21,0,0,perturb
73,1776109303.4994996,0.1676,2359,14074,0.204209,0.551,-1.554,1.191,0,-1,21,0,13,perturb
74,1776109305.5060406,0.1727,2391,13847,0.186923,0.424,-1.573,1.15,0,-1,22,0,32,perturb
75,1776109307.5111537,0.1727,2391,13847,0.211078,0.596,-1.744,1.125,0,-1,22,0,0,perturb
76,1776109309.5159652,0.1694,2423,14301,0.211078,0.569,-1.558,1.174,0,-1,23,0,32,perturb
77,1776109311.5205288,0.1686,2411,14301,0.193671,0.401,-1.704,1.145,0,-1,24,0,0,perturb
78,1776109313.526371,0.1686,2411,14301,0.193671,0.537,-1.717,1.174,0,-1,24,0,0,perturb
79,1776109315.532788,0.1667,2422,14528,0.206981,0.451,-1.594,1.194,0,-1,24,0,11,perturb
80,1776109317.5397713,0.1669,2424,14528,0.203653,0.508,-1.732,1.168,0,-1,25,0,2,perturb
81,1776109319.5473223,0.1695,2385,14074,0.213514,0.622,-1.644,1.196,0,-1,26,0,0,perturb
82,1776109321.5524392,0.1695,2385,14074,0.213514,0.497,-1.741,1.16,0,-1,26,0,0,perturb
83,1776109323.5598745,0.1701,2394,14074,0.212014,0.682,-1.888,1.13,0,-1,26,0,9,perturb
84,1776109325.5728304,0.17,2393,14074,0.212312,0.667,-1.721,1.131,0,-1,27,0,0,perturb
85,1776109327.5777082,0.17,2393,14074,0.209767,0.491,-1.827,1.145,0,-1,27,0,0,perturb
86,1776109329.583928,0.17,2393,14074,0.209767,0.691,-1.813,1.177,0,-1,27,0,0,perturb
87,1776109331.5895352,0.1698,2390,14074,0.202596,0.593,-1.666,1.177,0,-1,28,0,0,perturb
88,1776109333.5963416,0.1702,2396,14074,0.208618,0.595,-1.847,1.159,0,-1,29,0,6,perturb
89,1776109335.6146457,0.1702,2396,14074,0.208618,0.731,-1.743,1.15,0,-1,29,0,0,perturb
90,1776109337.6301644,0.1694,2423,14301,0.203589,0.542,-1.814,1.133,0,-1,30,0,27,perturb
91,1776109339.6350367,0.1696,2425,14301,0.220636,0.682,-1.882,1.119,0,-1,30,0,2,perturb
92,1776109341.640199,0.1696,2425,14301,0.20768,0.681,-1.72,1.145,0,-1,30,0,0,perturb
93,1776109343.6474295,0.1722,2423,14074,0.20768,0.572,-1.844,1.165,0,-1,31,0,0,perturb
94,1776109345.6537228,0.1722,2423,14074,0.231085,0.737,-1.932,1.184,0,-1,32,0,0,perturb
95,1776109347.658442,0.173,2435,14074,0.216424,0.647,-1.859,1.177,0,-1,33,0,12,perturb
96,1776109349.6658766,0.173,2435,14074,0.216424,0.601,-2.064,1.207,0,-1,33,0,0,perturb
97,1776109351.671837,0.173,2435,14074,0.232195,0.712,-1.942,1.193,0,-1,34,0,0,perturb
98,1776109353.6761098,0.173,2435,14074,0.211149,0.56,-1.89,1.231,0,-1,35,0,0,perturb
99,1776109355.6812105,0.173,2435,14074,0.230579,0.684,-1.952,1.236,0,-1,35,0,0,perturb
100,1776109357.6856172,0.173,2435,14074,0.230579,0.724,-1.793,1.264,0,-1,35,0,0,perturb
101,1776109359.6907032,0.1717,2416,14074,0.219657,0.624,-1.881,1.237,0,-1,35,0,0,perturb
102,1776109361.6965253,0.1722,2423,14074,0.239505,0.828,-1.922,1.226,0,-1,36,0,7,perturb
103,1776109363.701882,0.1722,2423,14074,0.239505,0.704,-1.8,1.249,0,-1,36,0,0,perturb
104,1776109365.7076514,0.1722,2423,14074,0.231778,0.665,-1.99,1.285,0,-1,36,0,0,perturb
105,1776109367.7190652,0.172,2421,14074,0.246222,0.754,-1.875,1.277,0,-1,37,0,0,perturb
106,1776109369.7303503,0.172,2421,14074,0.246222,0.594,-1.867,1.285,0,-1,37,0,0,perturb
107,1776109371.736338,0.172,2421,14074,0.239982,0.799,-1.97,1.302,0,-1,38,0,0,perturb
108,1776109373.741608,0.1724,2426,14074,0.247636,0.78,-1.796,1.321,0,-1,39,0,5,perturb
109,1776109375.7478836,0.1724,2427,14074,0.239474,0.637,-1.897,1.292,0,-1,40,0,1,perturb
110,1776109377.7549224,0.1726,2429,14074,0.252243,0.789,-1.927,1.261,0,-1,40,0,2,perturb
111,1776109379.7620077,0.1726,2429,14074,0.252243,0.678,-1.807,1.273,0,-1,40,0,0,perturb
112,1776109381.7669477,0.1727,2430,14074,0.240797,0.664,-1.984,1.27,0,-1,40,0,1,perturb
113,1776109383.772799,0.1728,2432,14074,0.245524,0.812,-1.891,1.29,0,-1,40,0,2,perturb
114,1776109385.7786486,0.1728,2432,14074,0.245524,0.642,-1.874,1.267,0,-1,40,0,0,perturb
115,1776109387.7847514,0.1728,2432,14074,0.238229,0.767,-1.971,1.283,0,-1,41,0,0,perturb
116,1776109389.791554,0.173,2435,14074,0.24167,0.785,-1.837,1.292,0,-1,42,0,3,perturb
117,1776109391.7983043,0.173,2435,14074,0.244181,0.664,-1.97,1.25,0,-1,43,0,0,perturb
118,1776109393.8045294,0.173,2435,14074,0.244181,0.8,-1.963,1.232,0,-1,43,0,0,perturb
119,1776109395.8093204,0.173,2435,14074,0.253877,0.74,-1.859,1.258,0,-1,44,0,0,perturb
120,1776109397.814804,0.1731,2436,14074,0.264222,0.681,-2.068,1.329,0,-1,45,0,1,perturb
121,1776109399.8216746,0.1731,2436,14074,0.261842,0.763,-1.978,1.319,0,-1,46,0,0,perturb
122,1776109401.8285277,0.1731,2436,14074,0.261842,0.611,-1.979,1.295,0,-1,46,0,0,perturb
123,1776109403.8369262,0.1731,2436,14074,0.26807,0.681,-2.091,1.264,0,-1,47,0,0,perturb
124,1776109405.8437028,0.1732,2437,14074,0.272269,0.644,-1.964,1.305,0,-1,48,0,1,perturb
125,1776109407.8484724,0.1732,2437,14074,0.272269,0.445,-2.12,1.347,0,-1,48,0,0,perturb
126,1776109409.857313,0.1732,2438,14074,0.290459,0.6,-2.18,1.333,0,-1,49,0,1,perturb
127,1776109411.8624206,0.1732,2438,14074,0.281497,0.481,-2.081,1.324,0,-1,50,0,0,perturb
128,1776109413.8668594,0.1732,2438,14074,0.291936,0.477,-2.259,1.342,0,-1,50,0,0,perturb
129,1776109415.8708155,0.1732,2438,14074,0.291936,0.558,-2.117,1.336,0,-1,50,0,0,perturb
130,1776109417.877855,0.1732,2438,14074,0.277724,0.381,-2.145,1.328,0,-1,51,0,0,perturb
131,1776109419.882731,0.1733,2439,14074,0.290181,0.506,-2.236,1.315,0,-1,51,0,1,perturb
132,1776109421.887674,0.1733,2439,14074,0.28245,0.484,-2.07,1.315,0,-1,52,0,0,perturb
133,1776109423.892233,0.1733,2439,14074,0.28245,0.254,-2.189,1.296,0,-1,52,0,0,perturb
134,1776109425.8970065,0.1733,2439,14074,0.299362,0.494,-2.185,1.329,0,-1,53,0,0,perturb
135,1776109427.9014397,0.1733,2439,14074,0.288107,0.38,-2.029,1.343,0,-1,54,0,0,perturb
136,1776109429.9068115,0.1733,2439,14074,0.288107,0.306,-2.186,1.39,0,-1,54,0,0,perturb
137,1776109431.9120152,0.1733,2439,14074,0.306516,0.408,-2.039,1.403,0,-1,55,0,0,perturb
138,1776109436.0357776,0.1739,2447,14074,0.272114,0.098,-1.897,1.404,0,-1,56,0,8,itpf_h-180
139,1776109438.3707154,0.174,2449,14074,0.285292,-0.229,-1.892,1.378,0,-1,57,0,2,itpf_h-180
140,1776109440.5653486,0.174,2449,14074,0.285292,-0.488,-1.868,1.398,0,-1,57,0,0,itpf_h-180
141,1776109442.8117282,0.1742,2452,14074,0.29472,-0.755,-1.837,1.416,0,-1,57,0,3,itpf_h-180
142,1776109447.043044,0.1751,2464,14074,0.308015,-0.944,-1.898,1.49,0,-1,57,0,12,itpf_h-180
143,1776109451.250276,0.1751,2465,14074,0.313929,-1.188,-1.991,1.484,0,-1,57,0,1,itpf_h-180
144,1776109455.4264016,0.1754,2468,14074,0.320776,-1.49,-2.011,1.473,0,-1,57,0,3,itpf_h-180
145,1776109459.6093984,0.1787,2515,14074,0.328443,-1.736,-2.024,1.509,0,-1,57,0,47,itpf_h-180
146,1776109463.8287177,0.181,2547,14074,0.337736,-1.413,-2.099,1.525,0,-1,57,0,32,itpf_h0
147,1776109467.945773,0.1815,2554,14074,0.352195,-1.93,-2.043,1.585,0,-1,57,0,7,itpf_h-180
148,1776109472.0906248,0.1816,2556,14074,0.363247,-1.536,-2.047,1.511,0,-1,57,0,2,itpf_h0
149,1776109476.23184,0.1813,2552,14074,0.567648,-1.833,-2.006,1.458,0,-1,58,0,0,itpf_h-180
150,1776109480.3897605,0.1818,2559,14074,0.517547,-1.347,-1.906,1.451,0,-1,58,0,7,itpf_h0
151,1776109484.5056012,0.1822,2564,14074,0.524854,-1.769,-1.862,1.383,0,-1,59,0,5,itpf_h-180
152,1776109486.634693,0.1824,2567,14074,0.503703,-1.313,-1.831,1.373,0,-1,60,0,3,itpf_h0
153,1776109488.7560484,0.182,2562,14074,0.504554,-1.742,-1.822,1.36,0,-1,60,0,0,itpf_h-180
154,1776109490.8795722,0.1819,2560,14074,0.495191,-1.23,-1.892,1.383,0,-1,61,0,0,itpf_h0
155,1776109492.9936762,0.1819,2560,14074,0.48805,-1.691,-1.86,1.34,0,-1,61,0,0,itpf_h-180
156,1776109495.1406426,0.1821,2563,14074,0.596469,-2.185,-1.87,1.414,0,-1,62,0,3,itpf_h-180
157,1776109498.8764317,0.1725,2599,15066,0.540222,-1.815,-1.904,1.327,0,-1,63,0,36,itpf_h0
158,1776109500.9979513,0.1639,2621,15996,0.568942,-2.232,-1.886,1.269,0,-1,63,0,22,itpf_h-180
159,1776109503.144497,0.1535,2646,17236,0.627718,-2.716,-1.845,1.295,0,-1,63,0,25,itpf_h-180
160,1776109505.3298378,0.1541,2656,17236,0.710696,-2.292,-1.878,1.283,0,-1,64,0,10,itpf_h0
161,1776109507.5976343,0.1493,2681,17955,0.63778,-2.736,-1.834,1.275,0,-1,65,0,25,itpf_h-180
162,1776109509.7699602,0.1485,2675,18018,0.680629,-2.273,-1.894,1.269,0,-1,66,0,0,itpf_h0
163,1776109511.9149585,0.1472,2713,18432,0.61835,-2.633,-1.879,1.226,0,-1,67,0,38,itpf_h-180
164,1776109514.052573,0.1422,2740,19264,0.812064,-3.125,-1.878,1.161,0,-1,67,0,27,itpf_h-180
165,1776109516.1989136,0.1357,2744,20224,0.896911,-3.651,-1.917,1.189,0,-1,68,0,4,itpf_h-180
166,1776109518.365974,0.1326,2784,20992,0.904036,-4.199,-1.935,1.179,0,-1,68,0,40,itpf_h-180
167,1776109520.5072074,0.1284,2811,21888,0.913222,-4.809,-1.9,1.19,0,-1,68,0,27,itpf_h-180
168,1776109522.6300967,0.1246,2823,22656,0.91578,-5.29,-1.93,1.213,0,-1,68,0,12,itpf_h-180
169,1776109524.743341,0.121,2835,23424,0.923525,-5.829,-1.834,1.158,0,-1,68,0,12,itpf_h-180
170,1776109526.8652744,0.1185,2844,24000,0.927761,-6.335,-1.91,1.153,0,-1,68,0,9,itpf_h-180
171,1776109528.9831991,0.1176,2846,24192,0.929148,-6.768,-1.872,1.132,0,-1,68,0,2,itpf_h-180
172,1776109531.0987763,0.1151,2857,24832,0.93181,-7.234,-1.964,1.124,0,-1,68,0,11,itpf_h-180
173,1776109533.2328146,0.113,2871,25408,0.933539,-7.643,-2.033,1.126,0,-1,68,0,14,itpf_h-180
174,1776109535.3673782,0.1114,2887,25920,0.936611,-8.007,-2.024,1.2,0,-1,68,0,16,itpf_h-180
175,1776109537.5609846,0.1114,2887,25920,0.936611,-8.016,-2.027,1.199,0,-1,68,0,0,itpf_h-180
176,1776109539.7178547,0.1114,2887,25920,0.936611,-7.967,-2.063,1.212,0,-1,68,0,0,itpf_h-180
177,1776109541.8585758,0.1111,2893,26048,0.937266,-7.963,-2.133,1.163,0,-1,68,0,6,itpf_h-180
178,1776109543.9682155,0.1111,2893,26048,0.937266,-8.043,-2.099,1.157,0,-1,68,0,0,itpf_h-180
179,1776109546.0818725,0.1111,2893,26048,0.938543,-7.934,-2.129,1.131,0,-1,68,0,0,itpf_h-180
180,1776109548.209034,0.1111,2893,26048,0.938543,-7.928,-2.159,1.13,0,-1,68,0,0,itpf_h-180
181,1776109550.3680162,0.1111,2893,26048,0.938543,-7.969,-2.197,1.197,0,-1,68,0,0,itpf_h-180
182,1776109552.3779254,0.1114,2903,26048,0.939923,-7.988,-2.643,1.134,0,-1,68,0,10,perturb
183,1776109554.3885865,0.112,2924,26112,0.946529,-7.64,-2.326,1.189,0,-1,68,0,21,perturb
184,1776109556.4004767,0.112,2924,26112,0.9517,-7.924,-2.302,1.215,0,-1,68,0,0,perturb
185,1776109558.4110901,0.112,2924,26112,0.953348,-7.721,-2.588,1.151,0,-1,68,0,0,perturb
186,1776109560.4263253,0.1122,2929,26112,2.957476,-7.619,-2.19,1.202,0,-1,68,0,5,perturb
187,1776109562.4341214,0.1122,2929,26112,3.121086,-7.923,-2.515,1.221,0,-1,68,0,0,perturb
188,1776109564.4482563,0.1138,2972,26112,3.140874,-7.446,-2.534,1.222,0,-1,69,0,43,perturb
189,1776109566.4568162,0.1145,2991,26112,2.908043,-7.733,-2.219,1.258,0,-1,70,0,19,perturb
190,1776109568.4660852,0.1145,2991,26112,3.108655,-7.727,-2.649,1.218,0,-1,70,0,0,perturb
191,1776109570.47899,0.1145,2991,26112,3.090406,-7.422,-2.383,1.299,0,-1,70,0,0,perturb
192,1776109572.4916668,0.1145,2991,26112,3.018979,-7.964,-2.35,1.275,0,-1,70,0,0,perturb
193,1776109574.5040226,0.1145,2991,26112,3.134995,-7.706,-2.624,1.321,0,-1,71,0,0,perturb
194,1776109576.5129983,0.1145,2991,26112,3.034725,-7.667,-2.145,1.31,0,-1,72,0,0,perturb
195,1776109578.524995,0.1144,2988,26112,3.189764,-8.03,-2.452,1.274,0,-1,73,0,0,perturb
196,1776109580.5401485,0.1144,2988,26112,3.38441,-7.641,-2.503,1.311,0,-1,73,0,0,perturb
197,1776109582.5510144,0.1144,2988,26112,3.091637,-7.942,-2.228,1.34,0,-1,74,0,0,perturb
198,1776109584.5668657,0.1144,2988,26112,3.256538,-7.947,-2.643,1.345,0,-1,75,0,0,perturb
199,1776109586.5792842,0.1144,2988,26112,3.076434,-7.625,-2.367,1.369,0,-1,75,0,0,perturb
200,1776109588.5879202,0.1144,2988,26112,2.995995,-7.963,-2.275,1.281,0,-1,76,0,0,perturb
201,1776109590.6041918,0.1144,2988,26112,3.212635,-7.732,-2.539,1.271,0,-1,77,0,0,perturb
202,1776109592.6128924,0.1144,2988,26112,3.027076,-7.735,-2.091,1.254,0,-1,78,0,0,perturb
203,1776109594.6248536,0.1144,2988,26112,3.052864,-7.991,-2.409,1.209,0,-1,78,0,0,perturb
204,1776109596.6334808,0.1144,2988,26112,3.069483,-7.497,-2.421,1.223,0,-1,79,0,0,perturb
205,1776109598.6550398,0.1144,2988,26112,2.960827,-7.788,-2.073,1.201,0,-1,79,0,0,perturb
206,1776109600.6660824,0.1144,2988,26112,3.148939,-7.84,-2.563,1.199,0,-1,79,0,0,perturb
207,1776109602.6743872,0.1144,2988,26112,3.069311,-7.505,-2.3,1.181,0,-1,80,0,0,perturb
208,1776109604.6833465,0.1144,2988,26112,3.068813,-8.006,-2.282,1.198,0,-1,81,0,0,perturb
209,1776109606.6916978,0.1144,2988,26112,3.155931,-7.723,-2.659,1.203,0,-1,81,0,0,perturb
210,1776109608.7008545,0.1144,2988,26112,3.086888,-7.758,-2.243,1.198,0,-1,82,0,0,perturb
211,1776109610.7103732,0.1144,2988,26112,3.068017,-7.956,-2.536,1.215,0,-1,83,0,0,perturb
212,1776109612.7178032,0.1144,2988,26112,3.156963,-7.554,-2.623,1.187,0,-1,84,0,0,perturb
213,1776109614.7278576,0.1145,2991,26112,3.086273,-7.839,-2.385,1.165,0,-1,85,0,3,perturb
214,1776109616.7385232,0.1146,2993,26112,3.1913,-7.879,-2.857,1.156,0,-1,86,0,2,perturb
215,1776109618.7462213,0.1146,2993,26112,3.086443,-7.482,-2.56,1.184,0,-1,86,0,0,perturb
216,1776109620.7561927,0.1146,2993,26112,3.121523,-7.952,-2.475,1.247,0,-1,87,0,0,perturb
217,1776109622.7660031,0.1146,2993,26112,3.271643,-7.64,-2.842,1.214,0,-1,88,0,0,perturb
218,1776109624.775675,0.1146,2993,26112,3.086093,-7.667,-2.451,1.257,0,-1,89,0,0,perturb
219,1776109626.78558,0.1146,2993,26112,3.054378,-8.058,-2.745,1.291,0,-1,90,0,0,perturb
220,1776109628.7973871,0.1146,2993,26112,3.251276,-7.595,-2.799,1.281,0,-1,91,0,0,perturb
221,1776109630.8109453,0.1146,2993,26112,3.073628,-7.847,-2.446,1.299,0,-1,92,0,0,perturb
222,1776109632.8239362,0.1146,2993,26112,3.211145,-7.887,-2.896,1.329,0,-1,93,0,0,perturb
223,1776109634.8356884,0.1146,2992,26112,3.065373,-7.494,-2.541,1.347,0,-1,94,0,0,perturb
224,1776109636.8432763,0.1146,2992,26112,3.203584,-7.966,-2.482,1.321,0,-1,95,0,0,perturb
225,1776109638.8503718,0.1146,2992,26112,3.259897,-7.718,-2.8,1.356,0,-1,96,0,0,perturb
226,1776109640.858939,0.1146,2992,26112,3.181926,-7.757,-2.28,1.337,0,-1,96,0,0,perturb
227,1776109642.8666015,0.1146,2992,26112,3.130353,-7.97,-2.565,1.334,0,-1,97,0,0,perturb
228,1776109644.8784301,0.1146,2992,26112,3.171458,-7.564,-2.535,1.362,0,-1,98,0,0,perturb
229,1776109646.8962188,0.1146,2992,26112,3.059412,-7.824,-2.283,1.358,0,-1,99,0,0,perturb
230,1776109648.906925,0.1146,2992,26112,3.178061,-7.858,-2.776,1.267,0,-1,100,0,0,perturb
231,1776109650.920717,0.1146,2992,26112,3.150478,-7.541,-2.513,1.262,0,-1,101,0,0,perturb
232,1776109652.9312942,0.1146,2992,26112,3.119704,-7.988,-2.511,1.255,0,-1,102,0,0,perturb
233,1776109654.9381526,0.1146,2992,26112,3.253142,-7.684,-2.824,1.184,0,-1,103,0,0,perturb
234,1776109656.9461932,0.1146,2992,26112,3.081599,-7.654,-2.394,1.252,0,-1,104,0,0,perturb
235,1776109658.9553537,0.1146,2992,26112,3.143953,-8.019,-2.718,1.183,0,-1,105,0,0,perturb
236,1776109660.9710083,0.1146,2992,26112,3.119262,-7.513,-2.72,1.234,0,-1,106,0,0,perturb
237,1776109662.9792664,0.1146,2992,26112,2.965398,-7.792,-2.415,1.244,0,-1,107,0,0,perturb
238,1776109664.9860756,0.1145,2991,26112,3.170415,-7.833,-2.851,1.198,0,-1,108,0,0,perturb
239,1776109666.9975762,0.1146,2993,26112,2.979026,-7.464,-2.577,1.224,0,-1,109,0,2,perturb
240,1776109669.0082722,0.1146,2993,26112,2.950221,-7.932,-2.53,1.194,0,-1,109,0,0,perturb
241,1776109671.0233533,0.1146,2993,26112,3.153292,-7.635,-2.832,1.171,0,-1,110,0,0,perturb
242,1776109673.0368645,0.1146,2993,26112,3.018587,-7.59,-2.429,1.249,0,-1,111,0,0,perturb
243,1776109675.04654,0.1146,2993,26112,3.2705,-7.984,-2.752,1.207,0,-1,112,0,0,perturb
244,1776109677.053837,0.1146,2993,26112,3.227355,-7.571,-2.757,1.189,0,-1,113,0,0,perturb
245,1776109679.0616467,0.1147,2994,26112,2.992631,-7.853,-2.412,1.164,0,-1,114,0,1,perturb
