step,timestamp,coverage,known_cells,total_cells,cov_trace,pos_x,pos_y,altitude,frontier_count,nearest_frontier_dist,loop_closures,tracking_lost_events,new_cells,note
1,1776100595.500296,0.1036,1027,9912,0.00666,0.23,0.114,1.114,0,-1,0,0,0,search(x1)
2,1776100597.507199,0.1036,1027,9912,0.00666,0.521,0.26,1.149,0,-1,0,0,0,search(x2)
3,1776100599.5137177,0.1036,1027,9912,0.00666,0.619,0.417,1.14,0,-1,0,0,0,search(x3)
4,1776100601.5189803,0.1036,1027,9912,0.00666,0.672,0.595,1.18,0,-1,0,0,0,search(x4)
5,1776100601.7693162,0.1036,1027,9912,0.00666,0.677,0.623,1.18,0,-1,0,0,0,final
